id,blog_post_id,source_urls,prompt_used,model_used,generated_at,template_id,input_tokens,output_tokens,total_tokens,image_tokens
"cf9c142e-88a8-4ca2-b05a-036f6acdfc2f","2cb9840c-37f7-4de2-b465-92111f9a22d9","","Template: Sugestões Aleatórias - Cena Eletrônica | title: A Ascensão do Afro House no Brasil: Ritmos Ancestr | summary: Explore a crescente popularidade do Afro House no  | category: Cultura | keywords: Afro House, música eletrônica brasileira, DJs, pro | mood: Celebratório | visualElements: Dançarinos tribais, cores quentes, elementos natur","google/gemini-2.5-flash","2026-02-08T06:01:01.786942+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",1189,1381,2570,1569
"f6f03ae7-fd04-462d-bb7a-dcd4eb5b1cdd","0dcf01f1-8160-4a8c-ae25-74fc2f6fa4ee","","Template: Sugestões Aleatórias - Cena Eletrônica | title: LE YORA: Radiohead em Batidas Eletrônicas e a Vers | summary: Explore a surpreendente releitura oficial de 'Ever | category: Produtores | keywords: LE YORA, Radiohead, releitura, fusão de gêneros, p | mood: Introspectivo | visualElements: Foto do LE YORA em estúdio com detalhes de sinteti","google/gemini-2.5-flash","2026-02-10T07:00:53.738898+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",1732,1333,3065,1582
"d3956a03-5d4b-4d0c-a40e-50129ec230ef","0b22cc49-75b9-4329-b68d-7906449e0e1c","","","google/gemini-2.5-flash","2025-11-19T18:04:35.155799+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731","","","",""
"9e5756bb-0a59-4754-9f27-95902ecf6ab7","6109f5d5-f4b1-4062-96a3-784d5483d6ba","","","google/gemini-2.5-flash","2025-11-20T10:50:29.328613+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731","","","",""
"3d7e0548-1577-4f3b-accc-1f51fd01e965","755a6632-8d9b-4271-86e2-4e825d37aa76","","Template: Evento Padrão | eventId: cd72c31e-ae0e-4a4d-9bab-feaa5dbba9ca | eventName: 💥 Caos apres. Blackartel | eventDate: 2026-03-06 | eventTime: 22:00:00 | eventLocation: Caos Club - Campinas/SP | venue: Caos Club | location: Campinas, SP | genres: House, Tech House, Deep House, Progressive | ticketLink: https://bit.ly/MDAccula_0603_Caos | description: * Setores pista e backstage\n* ⁠Estacionamento no l | lineup: 🔊 Victor Lou, Visage, Flux Zone e+++ | eventImageUrl: https://nzbyyuqvhrwatmydxiag.supabase.co/storage/v","google/gemini-2.5-flash","2026-02-10T15:09:36.455697+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",2164,910,3074,""
"40ca7be0-c7a4-4180-878a-d9945062d8aa","43ed685c-d771-4c98-a432-359ce749e4ba","","Template: Sugestões Aleatórias - Cena Eletrônica | title: Residências Intimistas: Como Microfestas Estão Red | summary: Reportagem sobre a ascensão de microfestas e resid | category: Eventos | keywords: microfestas,residências,curadoria local,nights,cen | mood: underground | visualElements: fotos de ambientes pequenos com iluminação quente,","openai/gpt-5-mini","2026-02-19T00:01:45.511096+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",581,2446,3027,1578
"ac47e971-6cab-4c38-8009-42a511222d6b","0ee6cb37-6a90-4712-ad24-80f19aaa91a7","","","google/gemini-2.5-flash","2025-11-19T14:12:24.983648+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731","","","",""
"e2a81c47-59e7-45a6-86fb-dc9723e82444","bebd5881-1d85-4d20-93c2-4b9e2cfe8071","","","google/gemini-2.5-flash","2025-11-19T14:21:17.347876+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731","","","",""
"1eec373a-35d1-447d-b77e-48bd84d0db97","c878149b-ff26-4f8b-8afa-7b4c786da974","","","google/gemini-2.5-flash","2025-11-20T11:05:21.85334+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731","","","",""
"08ed94be-0abc-48e0-ac2e-fe712108097a","fc96ef19-2ea9-4878-ba52-76a950f4e4ca","","","google/gemini-2.5-flash","2025-11-20T11:34:56.252102+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f","","","",""
"9e1714c0-f4f2-4df0-a0df-cf2f894bd766","6eef0e13-5d93-4833-a64c-22690f756b77","","","google/gemini-2.5-flash","2025-11-20T12:01:13.921871+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f","","","",""
"637d6fdb-6a3d-4b6c-a7b7-4c9c9795d68e","461a5adc-fb08-4fca-9da2-418a21210802","","","google/gemini-2.5-flash","2025-11-20T12:13:10.637331+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731","","","",""
"fc3c6a66-fb7b-4e47-86a9-9f4ce398e871","b61fd4bc-a700-44c8-a098-bd01a9cbc4a7","","","google/gemini-2.5-flash","2025-11-20T13:17:27.623005+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731","","","",""
"59c2aa3d-669b-424b-ac89-faff11cc00bd","84b8935f-7a54-4f2b-9c3b-c87e052c531b","","","google/gemini-2.5-flash","2025-11-20T13:45:47.95881+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731","","","",""
"4df196c3-5399-4c01-ad49-df0436cf22c7","aef2b467-69ac-4819-9ac8-e41310cade33","","","google/gemini-2.5-flash","2025-11-20T13:47:10.678443+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731","","","",""
"7c711ca7-7eae-4781-b200-2183487eb27d","80905d60-419a-4a25-8c5c-cf04f341798d","","","google/gemini-2.5-flash","2025-11-20T13:53:10.140787+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731","","","",""
"00664720-fddc-457c-bf38-5423bc7d7466","c7472758-5ec2-486c-9f31-4fd8fb7a9eba","","","openai/gpt-5-mini","2025-12-09T11:01:41.401144+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",2876,2987,5863,1561
"fa456646-93cf-4b03-a173-2bd5f1b93c3e","d5f3fdd8-2013-4257-9ab5-fa6ee9fc16f1","","","google/gemini-2.5-flash","2025-11-21T14:33:55.503272+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731","","","",""
"6bcfb973-86a4-4226-b52e-aab9ee6e1fbf","bc82dcad-248d-4d98-88cb-34e6bc93a693","","","google/gemini-2.5-flash","2025-11-21T15:10:00.99035+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731","","","",""
"d2dae8d9-3561-49e4-9a5d-d1c3addb777b","7127f7a7-5cd9-4e2f-8a51-dda1e91e74a3","","","google/gemini-2.5-flash","2025-11-24T12:12:43.105199+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731","","","",""
"fcd33933-aa4f-4e31-aa52-988dc7d4c07a","450a25d1-a4cf-4461-89e7-f044654a0d3a","","","google/gemini-2.5-flash","2025-11-24T12:15:40.669009+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731","","","",""
"a215864d-ad29-49fd-bf1c-cb5f927f1ef1","d8b3c705-e149-4e26-b15f-a2e1ce4b7ae2","","","google/gemini-2.5-flash","2025-11-25T17:05:02.809314+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",896,1074,1970,""
"c21e12ce-f00a-49c9-be5f-3c117cbbe073","6159c854-c996-4a3a-bfaa-058bd1aa8b74","","","google/gemini-2.5-flash","2025-11-26T11:17:38.075809+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",887,931,1818,""
"746eb260-5d87-48a2-b399-502a66e832e8","ab8aed2f-927b-4705-95b6-5e247f5e26f7","","","google/gemini-2.5-flash","2025-11-27T02:25:25.627211+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",862,934,1796,""
"8e330ab0-3a29-460a-8f60-6b1d149b6a15","544c0c1a-1830-4348-95ce-654551534dd9","","","google/gemini-2.5-flash","2025-11-27T12:27:17.18412+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",888,915,1803,""
"211eb31c-bbf6-4043-afc0-45bcd381ed45","e8351ea7-0544-4a2a-8447-1ad124d100c2","","","google/gemini-2.5-flash","2025-11-27T14:37:57.429123+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",887,1086,1973,""
"fed80f1d-1f73-4d08-a765-30b9bf329e56","27b79ad2-33a1-44f2-abdd-5b33d7631c62","","","openai/gpt-5-mini","2025-12-02T23:35:29.629948+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",758,2564,3322,""
"fb6c024d-6108-4547-968f-41ecd4cf53a1","afe7f14b-8f14-4fa8-8e17-2585c944df32","","","openai/gpt-5-mini","2025-12-04T11:43:11.353743+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",849,2285,3134,""
"8a4c84b2-d086-42bf-ba7f-9864e3678a20","1ad63af4-d650-4000-b3ac-78210b830b5c","","","openai/gpt-5-mini","2025-12-04T12:08:27.069589+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",853,2700,3553,""
"debd0d4d-74dd-44d6-bf9d-f6b2d8ede272","9bf02220-49e9-4dcc-8b7a-4100371de621","","","openai/gpt-5-mini","2025-12-04T12:28:24.295059+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",3913,1917,5830,1384
"adb1b3e1-169a-49fb-b88a-2aec634287c5","b47385bb-887a-4050-9e5a-201354dd07ad","","","openai/gpt-5-mini","2025-12-04T12:51:15.718679+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",3898,1802,5700,1386
"35a6c6dd-ef82-4297-81c5-a47626431cc6","a57a0e2c-1ca1-4608-8f49-de5aeb1c79af","","","openai/gpt-5-mini","2025-12-06T12:02:18.363698+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",4227,3094,7321,""
"d7bae8bc-e229-499a-b1f9-d96bbe31e9f7","ab83b0ca-2b76-46db-b6c4-fdccefdcea8f","","","openai/gpt-5-mini","2025-12-09T11:01:02.398421+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",3806,2054,5860,1565
"79320ff3-2401-46bb-acea-5ccd6bc89b60","0e147f87-d587-42a2-8ff7-7df3b0981889","","","openai/gpt-5-mini","2025-12-15T18:02:47.492652+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",889,2524,3413,1684
"b366a5da-bd00-43a3-8e2f-39b344a69d3f","94cf9ed2-b6ee-401d-80e1-7b1032c3a5be","","","openai/gpt-5-mini","2025-12-16T16:09:53.581788+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1367,3315,4682,""
"13e3ad6f-6361-44cf-846d-059c9b3382a2","edec511e-bdf2-40c7-a75b-0540446a3441","","","openai/gpt-5-mini","2025-12-17T19:03:35.346+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",879,2067,2946,1555
"032f9e8e-2b44-49be-9356-c1581bc6b60f","","","","openai/gpt-5-mini","2025-12-15T14:10:55.760456+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1356,3113,4469,""
"4482658d-4322-42b0-88a4-39488fa2e09f","1d8c7bb4-459c-4221-b537-32250b4e2138","","","openai/gpt-5-mini","2025-12-19T20:02:53.256025+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",887,2478,3365,1608
"f3299f8e-3dff-4b17-8938-207b30d15924","90515e4a-f2ed-4aed-8c07-db6b3c11fa50","","","openai/gpt-5-mini","2025-12-21T21:02:22.228555+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",880,1828,2708,1592
"bf023717-140c-4d34-b159-48a2401fff4b","2512ff0c-cc52-4b70-aeb0-64e9be66b596","","","openai/gpt-5-mini","2025-12-22T12:39:50.896652+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1375,2064,3439,""
"76945521-8568-426e-9cf3-9436a764ed1a","c6709b47-4615-41e4-aa20-821e12b527eb","","","openai/gpt-5-mini","2025-12-22T16:22:52.594449+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1375,2274,3649,""
"0914ed65-1524-4946-9b19-1ddb720df259","4bbd6341-6f06-4479-a1f1-5670cf54d467","","","openai/gpt-5-mini","2025-12-23T21:03:01.805349+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",902,3605,4507,1557
"402e51ff-e7de-4629-9255-1c0137bd71f3","e9b54bf9-d5b6-4a27-9f10-12f8373d2700","","","openai/gpt-5-mini","2026-01-06T12:03:37.136894+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",924,2871,3795,""
"1cd540f6-5881-4a88-b222-134436d6268e","","","","openai/gpt-5-mini","2026-01-07T13:19:06.129415+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1359,2358,3717,269
"a33c628f-07f0-4cec-a110-2bf28855698f","a376b5d2-5dea-4da5-a8fa-35386e209905","","","openai/gpt-5-mini","2026-01-07T13:28:31.063372+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1439,2345,3784,""
"60fd0697-886f-43b8-a242-d7d728e75d5a","","","","openai/gpt-5-mini","2026-01-07T13:30:41.785588+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1420,2864,4284,""
"5a4c292c-a80e-411a-8166-e4501eba6223","a376b5d2-5dea-4da5-a8fa-35386e209905","","","openai/gpt-5-mini","2026-01-07T13:41:21.583419+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1433,2952,4385,""
"cd856c5b-5597-4213-9e3f-2526bc0edf10","6382741d-d205-475b-94a7-c7f72ff97765","","","openai/gpt-5-mini","2026-01-07T13:42:58.409168+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1414,2507,3921,""
"ce3dc05b-6910-410b-b6d1-a0c22bcab793","e5af9b70-e423-47f8-8592-334c842e125f","","","openai/gpt-5-mini","2026-01-07T13:44:26.400599+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1413,2052,3465,""
"18cd4e4e-a051-4de5-8d37-f13372cdeeae","01777ff1-1931-4968-a81e-b9b66bd1f486","","","openai/gpt-5-mini","2026-01-07T13:55:04.454493+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1417,2981,4398,""
"8efa559e-f386-4a2b-9f25-a8e30c972856","bda9f02f-1105-47ee-90d6-5c803c23aed9","","","openai/gpt-5-mini","2026-01-07T14:14:18.412298+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1444,2210,3654,""
"0a7572e2-1ebb-4169-aad8-fe93cf6d53fd","ee7672d8-b5b6-457d-88d4-f5d1f7de96b9","","","openai/gpt-5-mini","2026-01-07T14:22:31.854929+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1428,2448,3876,""
"e444933b-5f22-4403-86eb-d7a37704022c","ba4ed616-9c66-4249-bbf0-0d634f320f7e","","","openai/gpt-5-mini","2026-01-07T14:23:48.144637+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1439,2671,4110,""
"066bb996-4287-4026-abe2-8742dc683a33","306c4112-8ae0-4346-9125-1bba6469280e","","","openai/gpt-5-mini","2026-01-07T14:32:16.599828+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",937,2741,3678,1545
"eb79c40b-34af-471c-8d51-d17dc47c0135","545a3963-7f95-4784-b41c-b761196a8446","","","openai/gpt-5-mini","2026-01-07T14:33:58.138159+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",933,2334,3267,1720
"38f179b4-e2a7-452c-84d1-b7da02546617","9c9b7b25-6db9-4114-a1be-b12fde3ad37c","","","openai/gpt-5-mini","2026-01-07T17:52:39.23022+00:00","7fe3924f-1420-4ec5-9305-8725afb7555f",938,1868,2806,1559
"d4defc6d-c6b8-4ce2-96a0-937f05c66ba5","596ccf2c-aba7-4134-a6a0-4c39fc0ae348","","","openai/gpt-5-mini","2026-01-07T18:18:17.84447+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1428,2577,4005,""
"0d9f313a-bacd-4d0b-9ba6-464e0da33cc6","64992350-1b9d-45f2-a99c-4668b4776f2a","","","openai/gpt-5-mini","2026-01-07T18:19:51.451214+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1433,2166,3599,""
"8a082db4-dc7b-42ca-9ef6-64bd9c8648d3","8d15e089-b731-41d6-b735-17a5117b6fff","","","openai/gpt-5-mini","2026-01-10T12:27:28.821817+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1428,3083,4511,""
"9009aa7d-b4b1-4a53-a7f5-03ee3981b4ed","e016a0ec-7649-4f40-8f79-5de7d4cd0d3a","","","openai/gpt-5-mini","2026-01-10T22:13:53.321696+00:00","b9f597c9-c8ff-4255-8a18-5b3724cfc731",1454,2450,3904,""
